Trial,Va,Ia_sim
20,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80043089e-13 5.20101323e-13 5.60642678e-13 6.02472933e-13
 6.49525572e-13 7.16683657e-13 8.61266787e-13 1.30401766e-12
 2.89502190e-12 8.90794383e-12 3.19497172e-11 1.20569679e-10
 4.61731257e-10 1.77542523e-09 6.83424082e-09 2.63139463e-08
 1.01304865e-07 3.89718446e-07 1.49485141e-06 5.67062413e-06
 2.06764833e-05 6.73767333e-05 1.75761102e-04 3.55180624e-04
 5.89460714e-04 8.59694137e-04 1.15242053e-03 1.46189370e-03
 1.78228536e-03 2.11057585e-03 2.44493245e-03 2.78404586e-03
 3.12696878e-03 3.47300348e-03 3.82162304e-03 4.17242089e-03
 4.52507739e-03 4.87933713e-03 5.23499303e-03]"
21,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004491e-13 5.20011117e-13 5.60079760e-13 6.00327080e-13
 6.41353290e-13 6.85581800e-13 7.43035841e-13 8.55066885e-13
 1.19233790e-12 2.45916829e-12 7.56225638e-12 2.84974726e-11
 1.14771367e-10 4.70695334e-10 1.93944497e-09 8.00058542e-09
 3.30108481e-08 1.36163362e-07 5.60784876e-07 2.29496198e-06
 9.15922469e-06 3.35960379e-05 1.00373472e-04 2.25783572e-04
 4.00404833e-04 6.07346631e-04 8.33875818e-04 1.07488978e-03
 1.32500905e-03 1.58156447e-03 1.84302102e-03 2.10828673e-03
 2.37657759e-03 2.64732265e-03 2.92009477e-03 3.19456689e-03
 3.47048362e-03 3.74764204e-03 4.02587845e-03]"
22,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004057e-13 5.20010250e-13 5.60071954e-13 6.00288916e-13
 6.41173746e-13 6.84762143e-13 7.39325268e-13 8.38436959e-13
 1.11834500e-12 2.13205321e-12 6.12400148e-12 2.22035905e-11
 8.73427103e-11 3.51597159e-10 1.42398596e-09 5.77621468e-09
 2.34385647e-08 9.50955004e-08 3.85460714e-07 1.55635562e-06
 6.18793086e-06 2.32879033e-05 7.51442829e-05 1.86413428e-04
 3.56510438e-04 5.67965098e-04 8.05648860e-04 1.05975274e-03
 1.32606164e-03 1.60044352e-03 1.88073362e-03 2.16558756e-03
 2.45404133e-03 2.74539410e-03 3.03912636e-03 3.33484354e-03
 3.63223960e-03 3.93107288e-03 4.23114946e-03]"
23,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80000154e-13 5.20001577e-13 5.60004300e-13 6.00015697e-13
 6.40055717e-13 6.80192881e-13 7.20664847e-13 7.62290404e-13
 8.07876335e-13 8.67087652e-13 9.73163390e-13 1.24041315e-12
 2.06198253e-12 4.78999999e-12 1.40747899e-11 4.59099963e-11
 1.55301837e-10 5.31430270e-10 1.82492683e-09 6.27339742e-09
 2.15715568e-08 7.41718270e-08 2.54912904e-07 8.74588628e-07
 2.98322967e-06 9.98192019e-06 3.15627248e-05 8.73204350e-05
 1.96273250e-04 3.58434874e-04 5.60408255e-04 7.89172842e-04
 1.03542848e-03 1.29487518e-03 1.56326660e-03 1.83827947e-03
 2.11843107e-03 2.40265302e-03 2.69016374e-03]"
24,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80166254e-13 5.20430921e-13 5.63965541e-13 6.19352659e-13
 7.34445491e-13 1.14092590e-12 2.96948924e-12 1.17383204e-11
 5.43781678e-11 2.62320579e-10 1.27699341e-09 6.22866116e-09
 3.03909186e-08 1.48227601e-07 7.21328219e-07 3.47204160e-06
 1.59227825e-05 6.17816789e-05 1.72902954e-04 3.49243976e-04
 5.68772495e-04 8.14062425e-04 1.07483084e-03 1.34695954e-03
 1.62641868e-03 1.91118249e-03 2.20002729e-03 2.49207812e-03
 2.78670232e-03 3.08343362e-03 3.38191939e-03 3.68188707e-03
 3.98312197e-03 4.28545217e-03 4.58873804e-03 4.89286470e-03
 5.19773654e-03 5.50327320e-03 5.80940651e-03]"
25,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80000154e-13 5.19999842e-13 5.60001698e-13 6.00003554e-13
 6.40010614e-13 6.80031552e-13 7.20101929e-13 7.60319759e-13
 8.01014637e-13 8.43203979e-13 8.90112636e-13 9.51932977e-13
 1.06083285e-12 1.31839852e-12 2.04540898e-12 4.25478056e-12
 1.11450051e-11 3.28159548e-11 1.01159980e-10 3.16883369e-10
 9.97984482e-10 3.14858811e-09 9.93923327e-09 3.13796787e-08
 9.90592821e-08 3.12544058e-07 9.84412549e-07 3.08386407e-06
 9.50331336e-06 2.79602043e-05 7.42079570e-05 1.65768217e-04
 3.06955328e-04 4.88322584e-04 6.98003162e-04 9.26550899e-04
 1.16944636e-03 1.42210202e-03 1.68197078e-03]"
26,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001889e-13 5.20005046e-13 5.60027719e-13 6.00102433e-13
 6.40385314e-13 6.81449688e-13 7.25441408e-13 7.80430408e-13
 8.76706693e-13 1.12799700e-12 1.96128964e-12 4.97972063e-12
 1.62022947e-11 5.82274541e-11 2.15901333e-10 8.07778533e-10
 3.02985367e-09 1.13721678e-08 4.26878408e-08 1.60184359e-07
 6.00222717e-07 2.23699497e-06 8.17616185e-06 2.80762970e-05
 8.25276850e-05 1.90606727e-04 3.49832799e-04 5.45393306e-04
 7.64577314e-04 9.98898039e-04 1.24455359e-03 1.49783882e-03
 1.75675996e-03 2.02005301e-03 2.28680826e-03 2.55636120e-03
 2.82821669e-03 3.10199714e-03 3.37740872e-03]"
27,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80025741e-13 5.20063159e-13 5.60476145e-13 6.02051395e-13
 6.48838622e-13 7.18073170e-13 8.84007277e-13 1.46647451e-12
 3.84320180e-12 1.39488508e-11 5.73475017e-11 2.44158441e-10
 1.04872682e-09 4.51427573e-09 1.94410591e-08 8.37164147e-08
 3.60163519e-07 1.54317949e-06 6.49980186e-06 2.56855457e-05
 8.47931706e-05 2.08881798e-04 3.92925028e-04 6.17103026e-04
 8.66203037e-04 1.13082837e-03 1.40696575e-03 1.69073826e-03
 1.98011626e-03 2.27383249e-03 2.57097728e-03 2.87088845e-03
 3.17307421e-03 3.47716038e-03 3.78285622e-03 4.08993179e-03
 4.39820231e-03 4.70751721e-03 5.01775231e-03]"
28,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.81516736e-13 5.24410376e-13 6.28871087e-13 1.06411061e-12
 3.76759474e-12 2.17565150e-11 1.42752243e-10 9.57895092e-10
 6.45061256e-09 4.34555768e-08 2.92391285e-07 1.95041011e-06
 1.23342271e-05 6.15041298e-05 1.89204236e-04 3.84853252e-04
 6.19025451e-04 8.74222011e-04 1.14168307e-03 1.41804677e-03
 1.70010272e-03 1.98627565e-03 2.27561881e-03 2.56745503e-03
 2.86129514e-03 3.15677864e-03 3.45363269e-03 3.75164621e-03
 4.05065273e-03 4.35051880e-03 4.65113585e-03 4.95241448e-03
 5.25428016e-03 5.55667020e-03 5.85953133e-03 6.16281795e-03
 6.46649072e-03 6.77051547e-03 7.07486234e-03]"
29,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80112044e-13 5.20293877e-13 5.62899553e-13 6.14784265e-13
 7.15351389e-13 1.06405770e-12 2.67748410e-12 1.07369981e-11
 5.16512545e-11 2.60020902e-10 1.32187844e-09 6.73365188e-09
 3.43115266e-08 1.74743031e-07 8.87180738e-07 4.43475867e-06
 2.06902093e-05 7.74177306e-05 2.01063363e-04 3.82154607e-04
 5.98762307e-04 8.36381304e-04 1.08679429e-03 1.34661694e-03
 1.61262358e-03 1.88315869e-03 2.15719670e-03 2.43400216e-03
 2.71304061e-03 2.99391562e-03 3.27632568e-03 3.56003664e-03
 3.84486326e-03 4.13065666e-03 4.41729550e-03 4.70467966e-03
 4.99272559e-03 5.28136288e-03 5.57053170e-03]"
30,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.81549262e-13 5.24501883e-13 6.30070648e-13 1.07119608e-12
 3.80862182e-12 2.19878594e-11 1.44007720e-10 9.64314083e-10
 6.48012230e-09 4.35611899e-08 2.92441312e-07 1.94485774e-06
 1.22110216e-05 5.97457327e-05 1.79881746e-04 3.60581919e-04
 5.75738285e-04 8.09689827e-04 1.05465327e-03 1.30761793e-03
 1.56572046e-03 1.82754798e-03 2.09224665e-03 2.35920554e-03
 2.62798290e-03 2.89825277e-03 3.16976820e-03 3.44233795e-03
 3.71581109e-03 3.99006654e-03 4.26500576e-03 4.54054754e-03
 4.81662417e-03 5.09317864e-03 5.37016253e-03 5.64753434e-03
 5.92525828e-03 6.20330324e-03 6.48164205e-03]"
31,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007960e-13 5.20019791e-13 5.60139175e-13 6.00576013e-13
 6.42388052e-13 6.89877842e-13 7.60874870e-13 9.29128302e-13
 1.49980896e-12 3.73562119e-12 1.28612954e-11 5.04953379e-11
 2.06089128e-10 8.49765827e-10 3.51295441e-09 1.45316041e-08
 6.01103769e-08 2.48475817e-07 1.02402084e-06 4.16877920e-06
 1.61972758e-05 5.49560977e-05 1.43864160e-04 2.86133920e-04
 4.66909313e-04 6.72043147e-04 8.92240019e-04 1.12359914e-03
 1.36224314e-03 1.60617481e-03 1.85417575e-03 2.10537450e-03
 2.35913982e-03 2.61500588e-03 2.87262019e-03 3.13171023e-03
 3.39206138e-03 3.65350184e-03 3.91589211e-03]"
32,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004057e-13 5.20009816e-13 5.60066316e-13 6.00265497e-13
 6.41060989e-13 6.84246930e-13 7.36999003e-13 8.28043363e-13
 1.07237656e-12 1.93030921e-12 5.24445331e-12 1.83906874e-11
 7.08942540e-11 2.80942975e-10 1.12163273e-09 4.48667861e-09
 1.79555047e-08 7.18518018e-08 2.87298186e-07 1.14498656e-06
 4.50472614e-06 1.69218001e-05 5.55662464e-05 1.42469676e-04
 2.80735713e-04 4.56525058e-04 6.56339114e-04 8.71131172e-04
 1.09705117e-03 1.33026724e-03 1.56878975e-03 1.81139874e-03
 2.05722118e-03 2.30562409e-03 2.55613988e-03 2.80841448e-03
 3.06217400e-03 3.31720266e-03 3.57332766e-03]"
33,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001889e-13 5.20004179e-13 5.60025984e-13 6.00095494e-13
 6.40357559e-13 6.81342135e-13 7.25032881e-13 7.78872626e-13
 8.70782613e-13 1.10545080e-12 1.87551190e-12 4.65344343e-12
 1.49614409e-11 5.35092370e-11 1.97963940e-10 7.39597118e-10
 2.77073741e-09 1.03876393e-08 3.89484724e-08 1.45995655e-07
 5.46559129e-07 2.03637429e-06 7.45654653e-06 2.58059798e-05
 7.72380988e-05 1.82530398e-04 3.41258802e-04 5.38633866e-04
 7.61203237e-04 9.99853532e-04 1.25053461e-03 1.50926612e-03
 1.77392081e-03 2.04316062e-03 2.31602413e-03 2.59181042e-03
 2.86999844e-03 3.15019164e-03 3.43208195e-03]"
34,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80000588e-13 5.20001143e-13 5.60006902e-13 6.00025238e-13
 6.40091279e-13 6.80328190e-13 7.21178325e-13 7.64228091e-13
 8.15158704e-13 8.94363576e-13 1.07495783e-12 1.61914492e-12
 3.46722998e-12 9.99128297e-12 3.32840066e-11 1.16711524e-10
 4.15790444e-10 1.48821960e-09 5.33391251e-09 1.91238977e-08
 6.85623585e-08 2.45672280e-07 8.78468807e-07 3.11818297e-06
 1.07940625e-05 3.47150591e-05 9.46777107e-05 2.05083041e-04
 3.60967954e-04 5.48899844e-04 7.57944724e-04 9.80764825e-04
 1.21396151e-03 1.45425918e-03 1.69985318e-03 1.94957640e-03
 2.20258506e-03 2.45825941e-03 2.71613509e-03]"
35,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80000588e-13 5.20002010e-13 5.60009504e-13 6.00033044e-13
 6.40106891e-13 6.80352476e-13 7.21151437e-13 7.63758848e-13
 8.12276461e-13 8.80079863e-13 1.01086153e-12 1.34726952e-12
 2.35505625e-12 5.55492978e-12 1.59120677e-11 4.96380185e-11
 1.59664231e-10 5.18813896e-10 1.69135712e-09 5.51959899e-09
 1.80180695e-08 5.88171912e-08 1.91933407e-07 6.25556928e-07
 2.03073961e-06 6.50951967e-06 2.00915845e-05 5.65452661e-05
 1.34290312e-04 2.60993644e-04 4.28765005e-04 6.25535440e-04
 8.41369044e-04 1.07163913e-03 1.31155928e-03 1.55852894e-03
 1.81092734e-03 2.06759348e-03 2.32768335e-03]"
36,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80078650e-13 5.20197600e-13 5.61611521e-13 6.07286790e-13
 6.72944339e-13 8.28953226e-13 1.39347388e-12 3.80503268e-12
 1.45677793e-11 6.30894894e-11 2.82333960e-10 1.27347742e-09
 5.75457016e-09 2.60128906e-08 1.17561367e-07 5.30526651e-07
 2.37833738e-06 1.03612139e-05 4.07458402e-05 1.24979389e-04
 2.78515270e-04 4.85504022e-04 7.25830673e-04 9.85969752e-04
 1.26066093e-03 1.54448611e-03 1.83478860e-03 2.13003370e-03
 2.42912779e-03 2.73128525e-03 3.03593294e-03 3.34264130e-03
 3.65108078e-03 3.96099360e-03 4.27217459e-03 4.58445800e-03
 4.89770809e-03 5.21181242e-03 5.52667684e-03]"
37,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80129825e-13 5.20309490e-13 5.62070356e-13 6.08278185e-13
 6.73095260e-13 8.12311156e-13 1.24897488e-12 2.87482971e-12
 9.25504291e-12 3.46430645e-11 1.36023826e-10 5.41220979e-10
 2.16105552e-09 8.63676420e-09 3.45226542e-08 1.37954217e-07
 5.50522867e-07 2.18499956e-06 8.49215615e-06 3.07567374e-05
 9.31582409e-05 2.15802505e-04 3.92727746e-04 6.06563287e-04
 8.43871176e-04 1.09609443e-03 1.35944836e-03 1.63029062e-03
 1.90667133e-03 2.18735289e-03 2.47144434e-03 2.75829454e-03
 3.04741789e-03 3.33844374e-03 3.63108331e-03 3.92510771e-03
 4.22033266e-03 4.51660777e-03 4.81380882e-03]"
38,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80053497e-13 5.20141222e-13 5.61405956e-13 6.07202656e-13
 6.76886498e-13 8.68946408e-13 1.68784518e-12 5.71763123e-12
 2.61946758e-11 1.30920121e-10 6.67193108e-10 3.41396054e-09
 1.74826062e-08 8.95188159e-08 4.57779308e-07 2.32515042e-06
 1.14246315e-05 4.93372112e-05 1.56038082e-04 3.43119981e-04
 5.86299167e-04 8.62543854e-04 1.15809139e-03 1.46772487e-03
 1.78619956e-03 2.11096884e-03 2.44055209e-03 2.77389274e-03
 3.11023121e-03 3.44901218e-03 3.78981854e-03 4.13232963e-03
 4.47629411e-03 4.82151157e-03 5.16781979e-03 5.51508574e-03
 5.86319903e-03 6.21206710e-03 6.56161161e-03]"
39,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[1.33128694e-08 2.84965366e-07 5.75602954e-06 6.42954443e-05
 2.26176911e-04 4.41204880e-04 6.77486937e-04 9.23840449e-04
 1.17718122e-03 1.43440346e-03 1.69426045e-03 1.95612743e-03
 2.21954452e-03 2.48418409e-03 2.74981170e-03 3.01625381e-03
 3.28337841e-03 3.55108291e-03 3.81928604e-03 4.08792239e-03
 4.35693853e-03 4.62629027e-03 4.89594069e-03 5.16585859e-03
 5.43601741e-03 5.70639432e-03 5.97696958e-03 6.24772601e-03
 6.51864855e-03 6.78972394e-03 7.06094045e-03 7.33228762e-03
 7.60375613e-03 7.87533761e-03 8.14702453e-03 8.41881007e-03
 8.69068807e-03 8.96265293e-03 9.23469951e-03]"
40,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80123320e-13 5.20306020e-13 5.62378269e-13 6.10432711e-13
 6.85765680e-13 8.80750334e-13 1.60059032e-12 4.62269025e-12
 1.77436225e-11 7.51628889e-11 3.26895642e-10 1.43097348e-09
 6.27369989e-09 2.75130851e-08 1.20621162e-07 5.27926410e-07
 2.29352219e-06 9.66061573e-06 3.66102187e-05 1.08542124e-04
 2.36782391e-04 4.08299684e-04 6.07040432e-04 8.22123292e-04
 1.04923770e-03 1.28396263e-03 1.52410704e-03 1.76839180e-03
 2.01590533e-03 2.26599188e-03 2.51817217e-03 2.77208642e-03
 3.02745830e-03 3.28407142e-03 3.54175344e-03 3.80036499e-03
 4.05979190e-03 4.31993953e-03 4.58072862e-03]"
41,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80005792e-13 5.20013286e-13 5.60089301e-13 6.00361774e-13
 6.41468649e-13 6.85960837e-13 7.44192902e-13 8.58190255e-13
 1.19851958e-12 2.45745698e-12 7.44469503e-12 2.75638271e-11
 1.09098041e-10 4.39894187e-10 1.78234747e-09 7.23058778e-09
 2.93398403e-08 1.19021691e-07 4.82158042e-07 1.94216666e-06
 7.65159152e-06 2.79662996e-05 8.46679002e-05 1.94620187e-04
 3.51347173e-04 5.39432721e-04 7.47368296e-04 9.67917240e-04
 1.19787652e-03 1.43417926e-03 1.67518110e-03 1.91983538e-03
 2.16738811e-03 2.41728786e-03 2.66912299e-03 2.92257900e-03
 3.17741069e-03 3.43342357e-03 3.69046094e-03]"
42,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001455e-13 5.20002878e-13 5.60014708e-13 6.00052993e-13
 6.40189290e-13 6.80677736e-13 7.22432530e-13 7.68723626e-13
 8.31284694e-13 9.52189716e-13 1.28232928e-12 2.36280526e-12
 6.13410364e-12 1.95550694e-11 6.75810900e-11 2.39705577e-10
 8.56862685e-10 3.06994352e-09 1.10058955e-08 3.94605371e-08
 1.41442393e-07 5.06389124e-07 1.80528736e-06 6.34141526e-06
 2.12547628e-05 6.30488964e-05 1.51391291e-04 2.89713879e-04
 4.66224965e-04 6.68237853e-04 8.86612347e-04 1.11725982e-03
 1.35608345e-03 1.60089470e-03 1.85032807e-03 2.10340421e-03
 2.35941060e-03 2.61781906e-03 2.87822866e-03]"
43,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80011430e-13 5.20026296e-13 5.60169532e-13 6.00672290e-13
 6.42662139e-13 6.90541374e-13 7.61731823e-13 9.25208694e-13
 1.45401399e-12 3.42907040e-12 1.11294515e-11 4.14948883e-11
 1.61585258e-10 6.36871803e-10 2.51826601e-09 9.96574370e-09
 3.94427422e-08 1.56048287e-07 6.16315936e-07 2.41768509e-06
 9.24387502e-06 3.25429746e-05 9.43085309e-05 2.09086486e-04
 3.69052639e-04 5.59242132e-04 7.67986817e-04 9.90503835e-04
 1.22173752e-03 1.45914954e-03 1.70126849e-03 1.94704794e-03
 2.19573595e-03 2.44678430e-03 2.69978254e-03 2.95441623e-03
 3.21043973e-03 3.46765783e-03 3.72591303e-03]"
44,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80001022e-13 5.20002444e-13 5.60011239e-13 6.00039116e-13
 6.40132045e-13 6.80448753e-13 7.21526137e-13 7.65198668e-13
 8.17703544e-13 9.00295463e-13 1.08535143e-12 1.61937651e-12
 3.34190748e-12 9.11219884e-12 2.86681798e-11 9.51748732e-11
 3.21584063e-10 1.09257945e-09 3.71826857e-09 1.26601890e-08
 4.31089472e-08 1.46750117e-07 4.99034692e-07 1.69088112e-06
 5.66078704e-06 1.82507059e-05 5.34550539e-05 1.30607010e-04
 2.57546143e-04 4.25571733e-04 6.22081354e-04 8.37052052e-04
 1.06593447e-03 1.30403926e-03 1.54885577e-03 1.79883406e-03
 2.05286537e-03 2.31014512e-03 2.57007912e-03]"
45,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80005792e-13 5.20014153e-13 5.60110118e-13 6.00476266e-13
 6.42060190e-13 6.88912469e-13 7.58546871e-13 9.26737853e-13
 1.52122412e-12 3.95965032e-12 1.43740323e-11 5.92883546e-11
 2.53431776e-10 1.09306082e-09 4.72465821e-09 2.04314708e-08
 8.83428336e-08 3.81565865e-07 1.64014359e-06 6.90965327e-06
 2.70457370e-05 8.68805007e-05 2.06881588e-04 3.79444707e-04
 5.86464147e-04 8.14871305e-04 1.05669060e-03 1.30847085e-03
 1.56691195e-03 1.83026872e-03 2.09743993e-03 2.36763360e-03
 2.64027174e-03 2.91492382e-03 3.19126140e-03 3.46902875e-03
 3.74802322e-03 4.02808166e-03 4.30907095e-03]"
