Trial,Va,Ia_sim
189,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004925e-13 5.20011117e-13 5.60065883e-13 6.00243813e-13
 6.40903997e-13 6.83351813e-13 7.32430609e-13 8.06098244e-13
 9.70958557e-13 1.47399974e-12 3.23118615e-12 9.63936743e-12
 3.32957594e-11 1.20917082e-10 4.45751750e-10 1.65028468e-09
 6.11707926e-09 2.26806157e-08 8.40863258e-08 3.11534137e-07
 1.15126496e-06 4.21491129e-06 1.49379810e-05 4.82210782e-05
 1.28046653e-04 2.66276698e-04 4.52691933e-04 6.71651378e-04
 9.11089769e-04 1.16582166e-03 1.43046377e-03 1.70222992e-03
 1.97944962e-03 2.26093203e-03 2.54581746e-03 2.83347489e-03
 3.12342933e-03 3.41531528e-03 3.70884615e-03]"
190,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80004057e-13 5.20009816e-13 5.60058944e-13 6.00221262e-13
 6.40845883e-13 6.83224310e-13 7.32285760e-13 8.06819889e-13
 9.78421337e-13 1.51992828e-12 3.47106371e-12 1.07940098e-11
 3.85878057e-11 1.44391725e-10 5.47475253e-10 2.08341753e-09
 7.93626996e-09 3.02373549e-08 1.15181231e-07 4.38293154e-07
 1.66110021e-06 6.20194244e-06 2.20193521e-05 6.82178402e-05
 1.66976746e-04 3.20194302e-04 5.13385468e-04 7.32573841e-04
 9.68217464e-04 1.21614316e-03 1.47221357e-03 1.73424329e-03
 2.00087370e-03 2.27113066e-03 2.54430589e-03 2.81987454e-03
 3.09743814e-03 3.37668788e-03 3.65737999e-03]"
191,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80007960e-13 5.20018056e-13 5.60118792e-13 6.00472796e-13
 6.41867635e-13 6.87401525e-13 7.49296458e-13 8.75977242e-13
 1.25912301e-12 2.65754953e-12 8.07520110e-12 2.94039177e-11
 1.13720330e-10 4.47387965e-10 1.76816294e-09 6.99649874e-09
 2.76916726e-08 1.09581994e-07 4.33196222e-07 1.70548531e-06
 6.60915389e-06 2.42458842e-05 7.65539523e-05 1.87532934e-04
 3.56904357e-04 5.67778763e-04 8.05208113e-04 1.05935248e-03
 1.32594407e-03 1.60079224e-03 1.88168997e-03 2.16726259e-03
 2.45652396e-03 2.74875672e-03 3.04342879e-03 3.34013591e-03
 3.63856442e-03 3.93846657e-03 4.23964356e-03]"
192,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
193,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
194,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
195,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
196,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
197,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
198,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
199,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
200,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
201,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
202,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
203,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
204,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
205,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
206,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
207,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
208,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
209,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
210,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
211,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
212,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
213,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
214,"[0.48 0.52 0.56 0.6  0.64 0.68 0.72 0.76 0.8  0.84 0.88 0.92 0.96 1.
 1.04 1.08 1.12 1.16 1.2  1.24 1.28 1.32 1.36 1.4  1.44 1.48 1.52 1.56
 1.6  1.64 1.68 1.72 1.76 1.8  1.84 1.88 1.92 1.96 2.  ]","[4.80008394e-13 5.20018056e-13 5.60119659e-13 6.00469327e-13
 6.41841615e-13 6.87223715e-13 7.48356238e-13 8.71304764e-13
 1.23688820e-12 2.55485997e-12 7.61111833e-12 2.73407772e-11
 1.04665981e-10 4.08062972e-10 1.59882280e-09 6.27252160e-09
 2.46156480e-08 9.65874646e-08 3.78659381e-07 1.47927726e-06
 5.70152955e-06 2.09609944e-05 6.73933663e-05 1.70114494e-04
 3.32411106e-04 5.38423652e-04 7.72613843e-04 1.02446831e-03
 1.28946890e-03 1.56312079e-03 1.84307636e-03 2.12788983e-03
 2.41652597e-03 2.70823362e-03 3.00245732e-03 3.29877618e-03
 3.59686441e-03 3.89646523e-03 4.19737295e-03]"
